"1AAH497";"44";"3596814878";"2020-11-18";"471.96";"Biodiesel";"13.00"
"1AAH497";"44";"3596814878";"2020-11-18";"471.96";"Renewable naphtha";"21.00"
"1AAH497";"44";"3596814878";"2020-11-18";"471.96";"Renewable naphtha";"12.00"
"1AAH497";"44";"3596814878";"2020-11-18";"471.96";"Biodiesel";"20.00"
"1AAH497";"44";"3596814878";"2020-11-18";"471.96";"Biodiesel";"27.00"
"1AAH497";"44";"3596814878";"2020-11-18";"471.96";"Jet A (SAF)";"12.00"
"1AAH497";"84";"3675092880";"1980-12-10";"471.96";"Biodiesel";"13.00"
"1AAH497";"84";"3675092880";"1980-12-10";"471.96";"Renewable naphtha";"21.00"
"1AAH497";"84";"3675092880";"1980-12-10";"471.96";"Renewable naphtha";"12.00"
"1AAH497";"84";"3675092880";"1980-12-10";"471.96";"Biodiesel";"20.00"
"1AAH497";"84";"3675092880";"1980-12-10";"471.96";"Biodiesel";"27.00"
"1AAH497";"84";"3675092880";"1980-12-10";"471.96";"Jet A (SAF)";"12.00"
"1AAH497";"55";"3727970993";"2001-01-02";"471.96";"Biodiesel";"13.00"
"1AAH497";"55";"3727970993";"2001-01-02";"471.96";"Renewable naphtha";"21.00"
"1AAH497";"55";"3727970993";"2001-01-02";"471.96";"Renewable naphtha";"12.00"
"1AAH497";"55";"3727970993";"2001-01-02";"471.96";"Biodiesel";"20.00"
"1AAH497";"55";"3727970993";"2001-01-02";"471.96";"Biodiesel";"27.00"
"1AAH497";"55";"3727970993";"2001-01-02";"471.96";"Jet A (SAF)";"12.00"
"1AAH497";"46";"5444435319";"2010-08-31";"471.96";"Biodiesel";"13.00"
"1AAH497";"46";"5444435319";"2010-08-31";"471.96";"Renewable naphtha";"21.00"
"1AAH497";"46";"5444435319";"2010-08-31";"471.96";"Renewable naphtha";"12.00"
"1AAH497";"46";"5444435319";"2010-08-31";"471.96";"Biodiesel";"20.00"
"1AAH497";"46";"5444435319";"2010-08-31";"471.96";"Biodiesel";"27.00"
"1AAH497";"46";"5444435319";"2010-08-31";"471.96";"Jet A (SAF)";"12.00"
"1AAH497";"4";"5892759339";"2019-10-06";"471.96";"Biodiesel";"13.00"
"1AAH497";"4";"5892759339";"2019-10-06";"471.96";"Renewable naphtha";"21.00"
"1AAH497";"4";"5892759339";"2019-10-06";"471.96";"Renewable naphtha";"12.00"
"1AAH497";"4";"5892759339";"2019-10-06";"471.96";"Biodiesel";"20.00"
"1AAH497";"4";"5892759339";"2019-10-06";"471.96";"Biodiesel";"27.00"
"1AAH497";"4";"5892759339";"2019-10-06";"471.96";"Jet A (SAF)";"12.00"
"1AAH497";"2";"6837896098";"1997-12-28";"471.96";"Biodiesel";"13.00"
"1AAH497";"2";"6837896098";"1997-12-28";"471.96";"Renewable naphtha";"21.00"
"1AAH497";"2";"6837896098";"1997-12-28";"471.96";"Renewable naphtha";"12.00"
"1AAH497";"2";"6837896098";"1997-12-28";"471.96";"Biodiesel";"20.00"
"1AAH497";"2";"6837896098";"1997-12-28";"471.96";"Biodiesel";"27.00"
"1AAH497";"2";"6837896098";"1997-12-28";"471.96";"Jet A (SAF)";"12.00"
"1AAH497";"14";"7368096325";"1971-03-03";"471.96";"Biodiesel";"13.00"
"1AAH497";"14";"7368096325";"1971-03-03";"471.96";"Renewable naphtha";"21.00"
"1AAH497";"14";"7368096325";"1971-03-03";"471.96";"Renewable naphtha";"12.00"
"1AAH497";"14";"7368096325";"1971-03-03";"471.96";"Biodiesel";"20.00"
"1AAH497";"14";"7368096325";"1971-03-03";"471.96";"Biodiesel";"27.00"
